序号,汉字,Unicode,Unicode十六进制,来源,出现次数
3592,疼,30140,U+75BC,追加字库; 合并字库; GB2312,3
3593,疽,30141,U+75BD,追加字库; 合并字库; GB2312,3
3594,疾,30142,U+75BE,追加字库; 合并字库; GB2312,3
3595,痂,30146,U+75C2,追加字库; 合并字库; GB2312,3
3596,痃,30147,U+75C3,追加字库; 合并字库; GB2312,3
3597,痄,30148,U+75C4,追加字库; 合并字库; GB2312,3
3598,病,30149,U+75C5,追加字库; 合并字库; GB2312,3
3599,症,30151,U+75C7,追加字库; 合并字库; GB2312,3
3600,痈,30152,U+75C8,追加字库; 合并字库; GB2312,3
3601,痉,30153,U+75C9,追加字库; 合并字库; GB2312,3
3602,痊,30154,U+75CA,追加字库; 合并字库; GB2312,3
3603,痍,30157,U+75CD,追加字库; 合并字库; GB2312,3
3604,痒,30162,U+75D2,追加字库; 合并字库; GB2312,3
3605,痔,30164,U+75D4,追加字库; 合并字库; GB2312,3
3606,痕,30165,U+75D5,追加字库; 合并字库; GB2312,3
3607,痖,30166,U+75D6,追加字库; 合并字库; GB2312,3
3608,痘,30168,U+75D8,追加字库; 合并字库; GB2312,3
3609,痛,30171,U+75DB,追加字库; 合并字库; GB2312,3
3610,痞,30174,U+75DE,追加字库; 合并字库; GB2312,3
3611,痢,30178,U+75E2,追加字库; 合并字库; GB2312,3
3612,痣,30179,U+75E3,追加字库; 合并字库; GB2312,3
3613,痤,30180,U+75E4,追加字库; 合并字库; GB2312,3
3614,痦,30182,U+75E6,追加字库; 合并字库; GB2312,3
3615,痧,30183,U+75E7,追加字库; 合并字库; GB2312,3
3616,痨,30184,U+75E8,追加字库; 合并字库; GB2312,3
3617,痪,30186,U+75EA,追加字库; 合并字库; GB2312,3
3618,痫,30187,U+75EB,追加字库; 合并字库; GB2312,3
3619,痰,30192,U+75F0,追加字库; 合并字库; GB2312,3
3620,痱,30193,U+75F1,追加字库; 合并字库; GB2312,3
3621,痴,30196,U+75F4,追加字库; 合并字库; GB2312,3
3622,痹,30201,U+75F9,追加字库; 合并字库; GB2312,3
3623,痼,30204,U+75FC,追加字库; 合并字库; GB2312,3
3624,痿,30207,U+75FF,追加字库; 合并字库; GB2312,3
3625,瘀,30208,U+7600,追加字库; 合并字库; GB2312,3
3626,瘁,30209,U+7601,追加字库; 合并字库; GB2312,3
3627,瘃,30211,U+7603,追加字库; 合并字库; GB2312,3
3628,瘅,30213,U+7605,追加字库; 合并字库; GB2312,3
3629,瘊,30218,U+760A,追加字库; 合并字库; GB2312,3
3630,瘌,30220,U+760C,追加字库; 合并字库; GB2312,3
3631,瘐,30224,U+7610,追加字库; 合并字库; GB2312,3
3632,瘕,30229,U+7615,追加字库; 合并字库; GB2312,3
3633,瘗,30231,U+7617,追加字库; 合并字库; GB2312,3
3634,瘘,30232,U+7618,追加字库; 合并字库; GB2312,3
3635,瘙,30233,U+7619,追加字库; 合并字库; GB2312,3
3636,瘛,30235,U+761B,追加字库; 合并字库; GB2312,3
3637,瘟,30239,U+761F,追加字库; 合并字库; GB2312,3
3638,瘠,30240,U+7620,追加字库; 合并字库; GB2312,3
3639,瘢,30242,U+7622,追加字库; 合并字库; GB2312,3
3640,瘤,30244,U+7624,追加字库; 合并字库; GB2312,3
3641,瘥,30245,U+7625,追加字库; 合并字库; GB2312,3
3642,瘦,30246,U+7626,追加字库; 合并字库; GB2312,3
3643,瘩,30249,U+7629,追加字库; 合并字库; GB2312,3
3644,瘪,30250,U+762A,追加字库; 合并字库; GB2312,3
3645,瘫,30251,U+762B,追加字库; 合并字库; GB2312,3
3646,瘭,30253,U+762D,追加字库; 合并字库; GB2312,3
3647,瘰,30256,U+7630,追加字库; 合并字库; GB2312,3
3648,瘳,30259,U+7633,追加字库; 合并字库; GB2312,3
3649,瘴,30260,U+7634,追加字库; 合并字库; GB2312,3
3650,瘵,30261,U+7635,追加字库; 合并字库; GB2312,3
3651,瘸,30264,U+7638,追加字库; 合并字库; GB2312,3
3652,瘼,30268,U+763C,追加字库; 合并字库; GB2312,3
3653,瘾,30270,U+763E,追加字库; 合并字库; GB2312,3
3654,瘿,30271,U+763F,追加字库; 合并字库; GB2312,3
3655,癀,30272,U+7640,追加字库; 合并字库; GB2312,3
3656,癃,30275,U+7643,追加字库; 合并字库; GB2312,3
3657,癌,30284,U+764C,追加字库; 合并字库; GB2312,3
3658,癍,30285,U+764D,追加字库; 合并字库; GB2312,3
3659,癔,30292,U+7654,追加字库; 合并字库; GB2312,3
3660,癖,30294,U+7656,追加字库; 合并字库; GB2312,3
3661,癜,30300,U+765C,追加字库; 合并字库; GB2312,3
3662,癞,30302,U+765E,追加字库; 合并字库; GB2312,3
3663,癣,30307,U+7663,追加字库; 合并字库; GB2312,3
3664,癫,30315,U+766B,追加字库; 合并字库; GB2312,3
3665,癯,30319,U+766F,追加字库; 合并字库; GB2312,3
3666,癸,30328,U+7678,追加字库; 合并字库; GB2312,3
3667,登,30331,U+767B,合并字库; GB2312,2
3668,白,30333,U+767D,合并字库; GB2312,2
3669,百,30334,U+767E,合并字库; GB2312,2
3670,皂,30338,U+7682,追加字库; 合并字库; GB2312,3
3671,的,30340,U+7684,追加字库; 追加字库; 合并字库; GB2312,4
3672,皆,30342,U+7686,追加字库; 合并字库; GB2312,3
3673,皇,30343,U+7687,合并字库; GB2312,2
3674,皈,30344,U+7688,追加字库; 合并字库; GB2312,3
3675,皋,30347,U+768B,合并字库; GB2312,2
3676,皎,30350,U+768E,追加字库; 合并字库; GB2312,3
3677,皑,30353,U+7691,追加字库; 合并字库; GB2312,3
3678,皓,30355,U+7693,追加字库; 合并字库; GB2312,3
3679,皖,30358,U+7696,合并字库; GB2312,2
3680,皙,30361,U+7699,追加字库; 合并字库; GB2312,3
3681,皤,30372,U+76A4,追加字库; 合并字库; GB2312,3
3682,皮,30382,U+76AE,合并字库; GB2312,2
3683,皱,30385,U+76B1,追加字库; 合并字库; GB2312,3
3684,皲,30386,U+76B2,追加字库; 合并字库; GB2312,3
3685,皴,30388,U+76B4,追加字库; 合并字库; GB2312,3
3686,皿,30399,U+76BF,追加字库; 合并字库; GB2312,3
3687,盂,30402,U+76C2,追加字库; 合并字库; GB2312,3
3688,盅,30405,U+76C5,追加字库; 合并字库; GB2312,3
3689,盆,30406,U+76C6,追加字库; 合并字库; GB2312,3
3690,盈,30408,U+76C8,追加字库; 合并字库; GB2312,3
3691,益,30410,U+76CA,合并字库; GB2312,2
3692,盍,30413,U+76CD,追加字库; 合并字库; GB2312,3
3693,盎,30414,U+76CE,追加字库; 合并字库; GB2312,3
3694,盏,30415,U+76CF,追加字库; 合并字库; GB2312,3
3695,盐,30416,U+76D0,合并字库; GB2312,2
3696,监,30417,U+76D1,合并字库; GB2312,2
3697,盒,30418,U+76D2,合并字库; GB2312,2
3698,盔,30420,U+76D4,追加字库; 合并字库; GB2312,3
3699,盖,30422,U+76D6,合并字库; GB2312,2
3700,盗,30423,U+76D7,追加字库; 合并字库; GB2312,3
3701,盘,30424,U+76D8,合并字库; GB2312,2
3702,盛,30427,U+76DB,合并字库; GB2312,2
3703,盟,30431,U+76DF,合并字库; GB2312,2
3704,盥,30437,U+76E5,追加字库; 合并字库; GB2312,3
3705,目,30446,U+76EE,追加字库; 追加字库; 合并字库; GB2312,4
3706,盯,30447,U+76EF,追加字库; 合并字库; GB2312,3
3707,盱,30449,U+76F1,合并字库; GB2312,2
3708,盲,30450,U+76F2,追加字库; 合并字库; GB2312,3
3709,直,30452,U+76F4,合并字库; GB2312,2
3710,相,30456,U+76F8,合并字库; GB2312,2
3711,盹,30457,U+76F9,追加字库; 合并字库; GB2312,3
3712,盼,30460,U+76FC,追加字库; 合并字库; GB2312,3
3713,盾,30462,U+76FE,追加字库; 合并字库; GB2312,3
3714,省,30465,U+7701,合并字库; GB2312,2
3715,眄,30468,U+7704,追加字库; 合并字库; GB2312,3
3716,眇,30471,U+7707,追加字库; 合并字库; GB2312,3
3717,眈,30472,U+7708,追加字库; 合并字库; GB2312,3
3718,眉,30473,U+7709,合并字库; GB2312,2
3719,看,30475,U+770B,合并字库; GB2312,2
3720,眍,30477,U+770D,追加字库; 合并字库; GB2312,3
3721,眙,30489,U+7719,合并字库; GB2312,2
3722,眚,30490,U+771A,追加字库; 合并字库; GB2312,3
3723,真,30495,U+771F,合并字库; GB2312,2
3724,眠,30496,U+7720,合并字库; GB2312,2
3725,眢,30498,U+7722,追加字库; 合并字库; GB2312,3
3726,眦,30502,U+7726,追加字库; 合并字库; GB2312,3
3727,眨,30504,U+7728,追加字库; 合并字库; GB2312,3
3728,眩,30505,U+7729,追加字库; 合并字库; GB2312,3
3729,眭,30509,U+772D,追加字库; 合并字库; GB2312,3
3730,眯,30511,U+772F,追加字库; 合并字库; GB2312,3
3731,眵,30517,U+7735,追加字库; 合并字库; GB2312,3
3732,眶,30518,U+7736,追加字库; 合并字库; GB2312,3
3733,眷,30519,U+7737,追加字库; 合并字库; GB2312,3
3734,眸,30520,U+7738,追加字库; 合并字库; GB2312,3
3735,眺,30522,U+773A,追加字库; 合并字库; GB2312,3
3736,眼,30524,U+773C,合并字库; GB2312,2
3737,着,30528,U+7740,合并字库; GB2312,2
3738,睁,30529,U+7741,追加字库; 合并字库; GB2312,3
3739,睃,30531,U+7743,追加字库; 合并字库; GB2312,3
3740,睇,30535,U+7747,追加字库; 合并字库; GB2312,3
3741,睐,30544,U+7750,追加字库; 合并字库; GB2312,3
3742,睑,30545,U+7751,追加字库; 合并字库; GB2312,3
3743,睚,30554,U+775A,追加字库; 合并字库; GB2312,3
3744,睛,30555,U+775B,追加字库; 合并字库; GB2312,3
3745,睡,30561,U+7761,追加字库; 合并字库; GB2312,3
3746,睢,30562,U+7762,合并字库; GB2312,2
3747,督,30563,U+7763,追加字库; 合并字库; GB2312,3
3748,睥,30565,U+7765,追加字库; 合并字库; GB2312,3
3749,睦,30566,U+7766,追加字库; 合并字库; GB2312,3
3750,睨,30568,U+7768,追加字库; 合并字库; GB2312,3
3751,睫,30571,U+776B,追加字库; 合并字库; GB2312,3
3752,睬,30572,U+776C,追加字库; 合并字库; GB2312,3
3753,睹,30585,U+7779,追加字库; 合并字库; GB2312,3
3754,睽,30589,U+777D,追加字库; 合并字库; GB2312,3
3755,睾,30590,U+777E,追加字库; 合并字库; GB2312,3
3756,睿,30591,U+777F,追加字库; 合并字库; GB2312,3
3757,瞀,30592,U+7780,追加字库; 合并字库; GB2312,3
3758,瞄,30596,U+7784,追加字库; 合并字库; GB2312,3
3759,瞅,30597,U+7785,追加字库; 合并字库; GB2312,3
3760,瞌,30604,U+778C,追加字库; 合并字库; GB2312,3
3761,瞍,30605,U+778D,追加字库; 合并字库; GB2312,3
3762,瞎,30606,U+778E,追加字库; 合并字库; GB2312,3
3763,瞑,30609,U+7791,追加字库; 合并字库; GB2312,3
3764,瞒,30610,U+7792,追加字库; 合并字库; GB2312,3
3765,瞟,30623,U+779F,追加字库; 合并字库; GB2312,3
3766,瞠,30624,U+77A0,追加字库; 合并字库; GB2312,3
3767,瞢,30626,U+77A2,追加字库; 合并字库; GB2312,3
3768,瞥,30629,U+77A5,追加字库; 合并字库; GB2312,3
3769,瞧,30631,U+77A7,追加字库; 合并字库; GB2312,3
3770,瞩,30633,U+77A9,追加字库; 合并字库; GB2312,3
3771,瞪,30634,U+77AA,追加字库; 合并字库; GB2312,3
3772,瞬,30636,U+77AC,追加字库; 合并字库; GB2312,3
3773,瞰,30640,U+77B0,追加字库; 合并字库; GB2312,3
3774,瞳,30643,U+77B3,追加字库; 合并字库; GB2312,3
3775,瞵,30645,U+77B5,追加字库; 合并字库; GB2312,3
3776,瞻,30651,U+77BB,追加字库; 合并字库; GB2312,3
3777,瞽,30653,U+77BD,追加字库; 合并字库; GB2312,3
3778,瞿,30655,U+77BF,追加字库; 合并字库; GB2312,3
3779,矍,30669,U+77CD,追加字库; 合并字库; GB2312,3
3780,矗,30679,U+77D7,追加字库; 合并字库; GB2312,3
3781,矛,30683,U+77DB,追加字库; 合并字库; GB2312,3
3782,矜,30684,U+77DC,追加字库; 合并字库; GB2312,3
3783,矢,30690,U+77E2,追加字库; 合并字库; GB2312,3
3784,矣,30691,U+77E3,追加字库; 合并字库; GB2312,3
3785,知,30693,U+77E5,追加字库; 合并字库; GB2312,3
3786,矧,30695,U+77E7,追加字库; 合并字库; GB2312,3
3787,矩,30697,U+77E9,追加字库; 合并字库; GB2312,3
3788,矫,30699,U+77EB,追加字库; 合并字库; GB2312,3
3789,矬,30700,U+77EC,追加字库; 合并字库; GB2312,3
3790,短,30701,U+77ED,合并字库; GB2312,2
3791,矮,30702,U+77EE,追加字库; 合并字库; GB2312,3
3792,石,30707,U+77F3,合并字库; GB2312,2
3793,矶,30710,U+77F6,追加字库; 合并字库; GB2312,3
3794,矸,30712,U+77F8,追加字库; 合并字库; GB2312,3
3795,矽,30717,U+77FD,追加字库; 合并字库; GB2312,3
3796,矾,30718,U+77FE,追加字库; 合并字库; GB2312,3
3797,矿,30719,U+77FF,合并字库; GB2312,2
3798,砀,30720,U+7800,合并字库; GB2312,2
3799,码,30721,U+7801,合并字库; GB2312,2
3800,砂,30722,U+7802,合并字库; GB2312,2
3801,砉,30729,U+7809,追加字库; 合并字库; GB2312,3
3802,砌,30732,U+780C,追加字库; 合并字库; GB2312,3
3803,砍,30733,U+780D,追加字库; 合并字库; GB2312,3
3804,砑,30737,U+7811,追加字库; 合并字库; GB2312,3
3805,砒,30738,U+7812,追加字库; 合并字库; GB2312,3
3806,研,30740,U+7814,追加字库; 合并字库; GB2312,3
3807,砖,30742,U+7816,追加字库; 合并字库; GB2312,3
3808,砗,30743,U+7817,追加字库; 合并字库; GB2312,3
3809,砘,30744,U+7818,追加字库; 合并字库; GB2312,3
3810,砚,30746,U+781A,追加字库; 合并字库; GB2312,3
3811,砜,30748,U+781C,追加字库; 合并字库; GB2312,3
3812,砝,30749,U+781D,追加字库; 合并字库; GB2312,3
3813,砟,30751,U+781F,追加字库; 合并字库; GB2312,3
3814,砣,30755,U+7823,追加字库; 合并字库; GB2312,3
3815,砥,30757,U+7825,追加字库; 合并字库; GB2312,3
3816,砦,30758,U+7826,追加字库; 合并字库; GB2312,3
3817,砧,30759,U+7827,追加字库; 合并字库; GB2312,3
3818,砩,30761,U+7829,追加字库; 合并字库; GB2312,3
3819,砬,30764,U+782C,追加字库; 合并字库; GB2312,3
3820,砭,30765,U+782D,追加字库; 合并字库; GB2312,3
3821,砰,30768,U+7830,追加字库; 合并字库; GB2312,3
3822,破,30772,U+7834,追加字库; 合并字库; GB2312,3
3823,砷,30775,U+7837,追加字库; 合并字库; GB2312,3
3824,砸,30776,U+7838,追加字库; 合并字库; GB2312,3
3825,砹,30777,U+7839,追加字库; 合并字库; GB2312,3
3826,砺,30778,U+783A,追加字库; 合并字库; GB2312,3
3827,砻,30779,U+783B,追加字库; 合并字库; GB2312,3
3828,砼,30780,U+783C,追加字库; 合并字库; GB2312,3
3829,砾,30782,U+783E,追加字库; 合并字库; GB2312,3
3830,础,30784,U+7840,追加字库; 合并字库; GB2312,3
3831,硅,30789,U+7845,追加字库; 合并字库; GB2312,3
3832,硇,30791,U+7847,追加字库; 合并字库; GB2312,3
3833,硌,30796,U+784C,追加字库; 合并字库; GB2312,3
3834,硎,30798,U+784E,追加字库; 合并字库; GB2312,3
3835,硐,30800,U+7850,追加字库; 合并字库; GB2312,3
3836,硒,30802,U+7852,追加字库; 合并字库; GB2312,3
3837,硕,30805,U+7855,追加字库; 合并字库; GB2312,3
3838,硖,30806,U+7856,追加字库; 合并字库; GB2312,3
3839,硗,30807,U+7857,追加字库; 合并字库; GB2312,3
3840,硝,30813,U+785D,追加字库; 合并字库; GB2312,3
3841,硪,30826,U+786A,追加字库; 合并字库; GB2312,3
3842,硫,30827,U+786B,追加字库; 合并字库; GB2312,3
3843,硬,30828,U+786C,追加字库; 合并字库; GB2312,3
3844,硭,30829,U+786D,追加字库; 合并字库; GB2312,3
3845,确,30830,U+786E,合并字库; GB2312,2
3846,硷,30839,U+7877,追加字库; 合并字库; GB2312,3
3847,硼,30844,U+787C,追加字库; 合并字库; GB2312,3
3848,碇,30855,U+7887,追加字库; 合并字库; GB2312,3
3849,碉,30857,U+7889,追加字库; 合并字库; GB2312,3
3850,碌,30860,U+788C,追加字库; 合并字库; GB2312,3
3851,碍,30861,U+788D,追加字库; 合并字库; GB2312,3
3852,碎,30862,U+788E,追加字库; 合并字库; GB2312,3
3853,碑,30865,U+7891,合并字库; GB2312,2
3854,碓,30867,U+7893,追加字库; 合并字库; GB2312,3
3855,碗,30871,U+7897,追加字库; 合并字库; GB2312,3
3856,碘,30872,U+7898,追加字库; 合并字库; GB2312,3
3857,碚,30874,U+789A,追加字库; 合并字库; GB2312,3
3858,碛,30875,U+789B,追加字库; 合并字库; GB2312,3
3859,碜,30876,U+789C,追加字库; 合并字库; GB2312,3
3860,碟,30879,U+789F,追加字库; 合并字库; GB2312,3
3861,碡,30881,U+78A1,追加字库; 合并字库; GB2312,3
3862,碣,30883,U+78A3,追加字库; 合并字库; GB2312,3
3863,碥,30885,U+78A5,追加字库; 合并字库; GB2312,3
3864,碧,30887,U+78A7,合并字库; GB2312,2
3865,碰,30896,U+78B0,追加字库; 合并字库; GB2312,3
3866,碱,30897,U+78B1,追加字库; 合并字库; GB2312,3
3867,碲,30898,U+78B2,追加字库; 合并字库; GB2312,3
3868,碳,30899,U+78B3,追加字库; 合并字库; GB2312,3
3869,碴,30900,U+78B4,追加字库; 合并字库; GB2312,3
3870,碹,30905,U+78B9,追加字库; 合并字库; GB2312,3
3871,碾,30910,U+78BE,追加字库; 合并字库; GB2312,3
3872,磁,30913,U+78C1,追加字库; 合并字库; GB2312,3
3873,磅,30917,U+78C5,追加字库; 合并字库; GB2312,3
3874,磉,30921,U+78C9,追加字库; 合并字库; GB2312,3
3875,磊,30922,U+78CA,追加字库; 合并字库; GB2312,3
3876,磋,30923,U+78CB,追加字库; 合并字库; GB2312,3
3877,磐,30928,U+78D0,合并字库; GB2312,2
3878,磔,30932,U+78D4,追加字库; 合并字库; GB2312,3
3879,磕,30933,U+78D5,追加字库; 合并字库; GB2312,3
3880,磙,30937,U+78D9,追加字库; 合并字库; GB2312,3
3881,磨,30952,U+78E8,追加字库; 合并字库; GB2312,3
3882,磬,30956,U+78EC,追加字库; 合并字库; GB2312,3
3883,磲,30962,U+78F2,追加字库; 合并字库; GB2312,3
3884,磴,30964,U+78F4,追加字库; 合并字库; GB2312,3
3885,磷,30967,U+78F7,追加字库; 合并字库; GB2312,3
3886,磺,30970,U+78FA,追加字库; 合并字库; GB2312,3
3887,礁,30977,U+7901,追加字库; 合并字库; GB2312,3
3888,礅,30981,U+7905,追加字库; 合并字库; GB2312,3
3889,礓,30995,U+7913,追加字库; 合并字库; GB2312,3
3890,礞,31006,U+791E,追加字库; 合并字库; GB2312,3
3891,礤,31012,U+7924,追加字库; 合并字库; GB2312,3
3892,礴,31028,U+7934,追加字库; 合并字库; GB2312,3
3893,示,31034,U+793A,合并字库; GB2312,2
3894,礻,31035,U+793B,追加字库; 合并字库; GB2312,3
3895,礼,31036,U+793C,追加字库; 合并字库; GB2312,3
3896,社,31038,U+793E,合并字库; GB2312,2
3897,祀,31040,U+7940,追加字库; 合并字库; GB2312,3
3898,祁,31041,U+7941,合并字库; GB2312,2
3899,祆,31046,U+7946,追加字库; 合并字库; GB2312,3
3900,祈,31048,U+7948,追加字库; 合并字库; GB2312,3
3901,祉,31049,U+7949,追加字库; 合并字库; GB2312,3
3902,祓,31059,U+7953,追加字库; 合并字库; GB2312,3
3903,祖,31062,U+7956,追加字库; 合并字库; GB2312,3
3904,祗,31063,U+7957,追加字库; 合并字库; GB2312,3
3905,祚,31066,U+795A,追加字库; 合并字库; GB2312,3
3906,祛,31067,U+795B,追加字库; 合并字库; GB2312,3
3907,祜,31068,U+795C,追加字库; 合并字库; GB2312,3
3908,祝,31069,U+795D,追加字库; 合并字库; GB2312,3
3909,神,31070,U+795E,合并字库; GB2312,2
3910,祟,31071,U+795F,追加字库; 合并字库; GB2312,3
3911,祠,31072,U+7960,追加字库; 合并字库; GB2312,3
3912,祢,31074,U+7962,追加字库; 合并字库; GB2312,3
3913,祥,31077,U+7965,合并字库; GB2312,2
3914,祧,31079,U+7967,追加字库; 合并字库; GB2312,3
3915,票,31080,U+7968,追加字库; 合并字库; GB2312,3
3916,祭,31085,U+796D,追加字库; 合并字库; GB2312,3
3917,祯,31087,U+796F,追加字库; 合并字库; GB2312,3
3918,祷,31095,U+7977,追加字库; 合并字库; GB2312,3
3919,祸,31096,U+7978,追加字库; 合并字库; GB2312,3
3920,祺,31098,U+797A,追加字库; 合并字库; GB2312,3
3921,禀,31104,U+7980,追加字库; 合并字库; GB2312,3
3922,禁,31105,U+7981,合并字库; GB2312,2
3923,禄,31108,U+7984,追加字库; 合并字库; GB2312,3
3924,禅,31109,U+7985,合并字库; GB2312,2
3925,禊,31114,U+798A,追加字库; 合并字库; GB2312,3
3926,福,31119,U+798F,合并字库; GB2312,2
3927,禚,31130,U+799A,追加字库; 合并字库; GB2312,3
3928,禧,31143,U+79A7,追加字库; 合并字库; GB2312,3
3929,禳,31155,U+79B3,追加字库; 合并字库; GB2312,3
3930,禹,31161,U+79B9,合并字库; GB2312,2
3931,禺,31162,U+79BA,合并字库; GB2312,2
3932,离,31163,U+79BB,追加字库; 合并字库; GB2312,3
3933,禽,31165,U+79BD,追加字库; 合并字库; GB2312,3
3934,禾,31166,U+79BE,追加字库; 合并字库; GB2312,3
3935,秀,31168,U+79C0,合并字库; GB2312,2
3936,私,31169,U+79C1,合并字库; GB2312,2
3937,秃,31171,U+79C3,追加字库; 合并字库; GB2312,3
3938,秆,31174,U+79C6,追加字库; 合并字库; GB2312,3
3939,秉,31177,U+79C9,追加字库; 合并字库; GB2312,3
3940,秋,31179,U+79CB,合并字库; GB2312,2
3941,种,31181,U+79CD,合并字库; GB2312,2
3942,科,31185,U+79D1,合并字库; GB2312,2
3943,秒,31186,U+79D2,追加字库; 合并字库; GB2312,3
3944,秕,31189,U+79D5,追加字库; 合并字库; GB2312,3
3945,秘,31192,U+79D8,追加字库; 合并字库; GB2312,3
3946,租,31199,U+79DF,合并字库; GB2312,2
3947,秣,31203,U+79E3,追加字库; 合并字库; GB2312,3
3948,秤,31204,U+79E4,追加字库; 合并字库; GB2312,3
3949,秦,31206,U+79E6,合并字库; GB2312,2
3950,秧,31207,U+79E7,追加字库; 合并字库; GB2312,3
3951,秩,31209,U+79E9,追加字库; 合并字库; GB2312,3
3952,秫,31211,U+79EB,追加字库; 合并字库; GB2312,3
3953,秭,31213,U+79ED,追加字库; 合并字库; GB2312,3
3954,积,31215,U+79EF,追加字库; 合并字库; GB2312,3
3955,称,31216,U+79F0,合并字库; GB2312,2
3956,秸,31224,U+79F8,追加字库; 合并字库; GB2312,3
3957,移,31227,U+79FB,合并字库; GB2312,2
3958,秽,31229,U+79FD,追加字库; 合并字库; GB2312,3
3959,稀,31232,U+7A00,追加字库; 合并字库; GB2312,3
3960,稂,31234,U+7A02,追加字库; 合并字库; GB2312,3
3961,稃,31235,U+7A03,追加字库; 合并字库; GB2312,3
3962,稆,31238,U+7A06,追加字库; 合并字库; GB2312,3
3963,程,31243,U+7A0B,合并字库; GB2312,2
